Gender,Own_Car,Own_Realty,Children_Count,Annual_Income,Income_Type,Education_Level,Family_Status,Housing_Type,Age_Years,Employment_Years,Has_Work_Phone,Has_Phone,Has_Email,Family_Members,Overdue_Months,Target_Reject
F,N,Y,0,27300.0,Working,Secondary,Married,House / apartment,21.0,1.4,0,1,0,1,3,1
F,N,Y,0,26200.0,Working,Higher education,Married,House / apartment,61.3,2.9,1,0,0,2,1,1
M,N,N,1,167500.0,Pensioner,Incomplete higher,Married,House / apartment,61.8,0.0,1,1,0,3,0,0
F,Y,Y,0,64900.0,Working,Secondary,Single,House / apartment,29.1,8.2,0,1,1,2,1,0
F,N,N,2,76500.0,Pensioner,Secondary,Separated,House / apartment,54.1,0.0,0,1,0,3,1,0
F,Y,N,1,42900.0,Working,Higher education,Married,House / apartment,51.4,2.4,0,1,0,3,0,0
F,N,Y,0,74800.0,Commercial associate,Lower secondary,Widow,House / apartment,47.1,15.2,0,0,0,1,0,0
F,N,N,2,145000.0,Working,Secondary,Married,House / apartment,45.5,13.2,1,0,1,4,0,0
M,Y,Y,0,93700.0,Commercial associate,Higher education,Married,House / apartment,31.8,5.6,0,1,1,1,0,0
M,Y,N,0,80500.0,Commercial associate,Secondary,Married,House / apartment,41.4,2.7,0,1,1,2,2,1
F,Y,Y,0,30200.0,Working,Secondary,Single,House / apartment,43.8,9.4,1,1,1,2,0,0
F,N,N,1,106000.0,Working,Higher education,Married,House / apartment,40.8,6.5,0,0,0,2,2,0
F,Y,N,2,73500.0,Working,Incomplete higher,Married,Municipal apartment,39.4,5.0,0,0,1,3,2,0
F,N,Y,0,54000.0,Commercial associate,Secondary,Married,House / apartment,54.3,8.0,0,1,1,2,1,0
F,N,Y,2,100800.0,Commercial associate,Higher education,Married,House / apartment,51.2,0.9,0,1,1,3,1,0
F,N,Y,0,47900.0,Pensioner,Secondary,Single,House / apartment,49.6,0.0,0,1,0,2,0,0
F,N,Y,1,96800.0,Working,Secondary,Married,House / apartment,50.3,21.7,1,0,1,2,0,0
F,Y,Y,2,134400.0,Working,Secondary,Married,House / apartment,42.5,2.6,0,1,1,4,1,0
F,N,N,0,79000.0,Working,Secondary,Married,House / apartment,52.8,17.6,1,1,1,2,0,0
F,Y,N,0,59200.0,Working,Secondary,Married,House / apartment,26.8,9.5,0,1,1,2,0,0
F,Y,Y,0,54900.0,Working,Secondary,Married,House / apartment,40.8,17.0,0,0,0,2,0,0
M,N,Y,0,88600.0,State servant,Higher education,Married,House / apartment,47.8,15.0,0,1,1,2,0,0
M,N,Y,0,58900.0,Pensioner,Higher education,Single,Municipal apartment,46.0,0.0,1,1,0,1,0,1
M,Y,N,0,238800.0,Working,Secondary,Married,House / apartment,44.1,1.8,0,1,0,1,0,0
F,N,Y,1,36000.0,Commercial associate,Secondary,Married,House / apartment,50.2,1.8,0,1,1,2,0,1
M,Y,Y,0,68500.0,Pensioner,Secondary,Married,House / apartment,55.9,0.0,0,1,0,1,1,1
F,N,Y,1,83800.0,Working,Academic degree,Married,House / apartment,28.3,3.0,1,1,1,3,0,0
F,N,N,1,79000.0,Working,Secondary,Married,House / apartment,43.3,2.7,0,0,1,3,0,0
M,N,Y,1,55200.0,Working,Secondary,Married,House / apartment,32.1,2.5,1,0,1,2,2,0
F,N,Y,2,135400.0,Commercial associate,Secondary,Married,Co-op apartment,51.8,2.6,1,1,1,3,1,0
M,N,Y,2,102100.0,State servant,Secondary,Single,House / apartment,48.0,0.4,0,1,0,4,1,0
M,N,Y,0,105900.0,Commercial associate,Secondary,Married,House / apartment,29.3,1.2,0,1,0,2,1,0
F,N,Y,1,52400.0,Working,Higher education,Single,House / apartment,39.9,2.1,0,0,1,2,0,0
M,N,Y,0,59800.0,Working,Higher education,Married,House / apartment,23.5,13.2,0,0,1,1,0,0
M,Y,Y,2,93400.0,Pensioner,Secondary,Married,House / apartment,50.4,0.0,0,0,1,3,0,0
F,Y,Y,0,42200.0,Pensioner,Secondary,Single,House / apartment,34.1,0.0,0,0,1,1,0,1
F,Y,Y,1,102000.0,Commercial associate,Secondary,Married,House / apartment,27.6,7.1,0,1,1,3,0,0
M,N,Y,0,69500.0,Commercial associate,Incomplete higher,Married,House / apartment,36.2,11.4,0,0,0,2,1,0
F,Y,Y,0,124500.0,Working,Secondary,Single,House / apartment,46.4,4.2,1,0,0,2,1,0
M,Y,Y,1,59100.0,Pensioner,Higher education,Civil marriage,House / apartment,43.2,0.0,1,0,0,3,0,1
M,Y,Y,1,181200.0,Pensioner,Secondary,Widow,House / apartment,34.6,0.0,0,0,1,3,0,0
F,N,Y,2,89800.0,Working,Secondary,Single,House / apartment,38.8,1.1,0,1,0,4,1,0
F,N,Y,0,94900.0,Commercial associate,Secondary,Civil marriage,Rented apartment,36.8,0.4,0,1,1,1,1,0
F,N,Y,1,51700.0,Working,Secondary,Married,House / apartment,29.7,6.1,1,1,0,2,2,0
F,Y,Y,0,83000.0,Working,Secondary,Married,House / apartment,21.0,4.3,0,1,0,2,1,0
F,N,Y,0,55600.0,Working,Secondary,Married,House / apartment,39.9,2.1,0,0,0,2,0,0
F,N,Y,1,33900.0,Working,Secondary,Married,House / apartment,46.4,14.9,0,0,0,3,1,0
M,N,Y,0,66300.0,Working,Secondary,Married,Co-op apartment,39.8,11.2,0,1,0,2,1,0
F,N,Y,2,130800.0,Working,Secondary,Single,House / apartment,62.5,1.8,1,1,0,3,0,0
M,N,Y,0,70800.0,Working,Secondary,Married,House / apartment,33.4,8.9,0,1,0,1,2,1
M,N,N,2,63100.0,Working,Secondary,Single,House / apartment,39.5,10.6,1,1,0,4,0,0
M,N,Y,0,62700.0,Working,Incomplete higher,Married,With parents,45.3,2.4,1,1,1,2,1,0
M,N,Y,0,224300.0,Working,Secondary,Married,With parents,44.8,0.6,0,1,0,2,0,0
F,Y,Y,1,99100.0,Commercial associate,Secondary,Married,With parents,37.2,11.4,0,1,0,2,2,0
F,Y,Y,0,33000.0,Working,Secondary,Married,House / apartment,39.4,0.6,0,0,0,1,2,1
F,N,Y,0,55700.0,Working,Secondary,Married,House / apartment,39.1,3.9,0,1,1,1,2,1
M,N,N,0,59800.0,Pensioner,Secondary,Single,House / apartment,47.5,0.0,0,1,0,2,0,1
M,N,Y,2,51000.0,Pensioner,Higher education,Married,House / apartment,32.4,0.0,1,1,0,3,1,0
M,N,Y,0,75500.0,Pensioner,Secondary,Married,House / apartment,21.0,0.0,0,1,1,2,0,0
M,N,N,1,54900.0,Working,Secondary,Single,House / apartment,36.2,0.7,1,1,1,3,0,0
F,Y,Y,0,56600.0,Working,Higher education,Married,House / apartment,58.6,7.3,0,0,1,2,0,0
F,Y,Y,1,79000.0,Commercial associate,Incomplete higher,Married,House / apartment,48.8,1.4,0,1,0,3,1,0
F,N,Y,1,33800.0,Working,Lower secondary,Married,With parents,22.7,0.9,0,1,0,3,0,1
M,N,Y,1,24900.0,Working,Higher education,Married,House / apartment,47.4,1.1,0,0,0,2,1,0
F,N,N,0,136100.0,Working,Incomplete higher,Single,House / apartment,42.3,5.4,0,1,0,1,1,0
F,N,Y,0,111100.0,Pensioner,Secondary,Separated,House / apartment,35.9,0.0,0,1,1,1,0,0
F,N,N,0,87900.0,Working,Secondary,Single,House / apartment,28.1,2.8,0,1,1,1,0,0
F,N,N,1,85200.0,Pensioner,Secondary,Married,House / apartment,31.1,0.0,0,1,0,2,0,1
M,Y,Y,1,66500.0,Pensioner,Higher education,Single,House / apartment,33.8,0.0,1,1,0,2,0,0
M,N,Y,0,330400.0,Working,Incomplete higher,Married,House / apartment,60.2,10.5,1,1,0,1,1,0
M,Y,Y,0,80500.0,Pensioner,Secondary,Married,With parents,47.0,0.0,0,1,0,2,1,0
F,N,N,2,269400.0,Commercial associate,Secondary,Married,With parents,32.2,10.7,0,0,0,4,0,0
M,N,Y,1,205100.0,Pensioner,Higher education,Single,House / apartment,34.0,0.0,1,1,0,3,0,0
M,N,Y,0,92100.0,Working,Incomplete higher,Single,Rented apartment,39.6,3.8,0,1,0,2,0,0
M,N,N,0,65800.0,Pensioner,Secondary,Single,House / apartment,35.2,0.0,1,1,0,2,0,0
M,N,Y,0,73700.0,Working,Lower secondary,Single,Municipal apartment,40.2,0.2,1,1,0,2,0,0
F,N,Y,1,59800.0,State servant,Secondary,Married,With parents,38.4,6.5,0,1,0,3,1,0
F,Y,Y,1,92100.0,Working,Secondary,Married,House / apartment,41.1,0.8,1,0,1,3,0,0
F,N,Y,1,102400.0,Working,Secondary,Single,House / apartment,21.0,2.0,0,1,1,3,0,0
M,Y,Y,0,39700.0,Pensioner,Secondary,Single,House / apartment,48.8,0.0,1,1,1,1,1,0
F,N,N,1,270300.0,Pensioner,Secondary,Single,Rented apartment,33.8,0.0,0,1,1,2,1,0
F,N,Y,1,49500.0,Commercial associate,Higher education,Married,House / apartment,50.0,5.8,1,0,0,2,1,0
M,N,Y,1,20000.0,Working,Higher education,Single,House / apartment,64.2,1.5,1,0,0,3,1,1
M,N,Y,1,70200.0,Working,Higher education,Married,House / apartment,24.0,6.6,0,1,1,3,2,0
M,Y,N,1,41200.0,State servant,Secondary,Single,House / apartment,41.1,0.8,0,1,0,3,1,1
F,Y,N,0,71200.0,Pensioner,Secondary,Married,House / apartment,35.4,0.0,0,1,1,2,1,1
F,N,Y,0,75800.0,Pensioner,Secondary,Separated,House / apartment,44.3,0.0,1,1,1,1,1,0
M,N,Y,2,91400.0,Working,Secondary,Married,House / apartment,21.0,10.5,0,1,1,4,1,0
M,Y,N,1,120900.0,Working,Secondary,Single,House / apartment,36.1,15.2,0,0,0,3,1,0
F,Y,Y,1,44200.0,Commercial associate,Secondary,Married,House / apartment,31.0,1.1,0,1,0,2,0,0
F,N,Y,0,61000.0,Pensioner,Secondary,Married,House / apartment,57.9,0.0,0,1,1,2,1,1
F,Y,Y,0,102700.0,Working,Higher education,Married,House / apartment,60.5,12.4,1,1,0,1,2,0
F,Y,Y,1,52600.0,Pensioner,Secondary,Single,House / apartment,36.9,0.0,1,0,1,2,1,0
M,N,Y,0,28600.0,Commercial associate,Lower secondary,Married,House / apartment,27.4,1.0,0,1,0,2,0,1
M,N,N,1,99700.0,Working,Secondary,Married,House / apartment,30.8,10.6,0,1,1,3,2,0
F,N,Y,0,55100.0,Working,Academic degree,Widow,House / apartment,40.4,10.0,1,0,0,1,0,0
M,N,Y,2,53300.0,Working,Secondary,Single,House / apartment,24.6,3.7,0,0,1,4,1,1
F,N,Y,0,77700.0,Commercial associate,Secondary,Married,House / apartment,45.7,,0,0,0,2,3,0
F,N,Y,0,73300.0,Working,Secondary,Married,House / apartment,37.8,5.2,0,1,0,1,0,0
F,Y,Y,1,120400.0,Working,Higher education,Married,With parents,43.9,3.5,1,0,0,3,1,0
M,Y,Y,0,39200.0,Pensioner,Secondary,Civil marriage,Rented apartment,44.3,0.0,0,1,1,2,1,1
F,Y,Y,0,226600.0,Working,Secondary,Single,House / apartment,55.2,18.3,0,0,1,2,0,0
F,Y,Y,1,36100.0,Working,,Civil marriage,House / apartment,47.0,0.8,0,1,0,3,1,0
F,N,Y,1,60200.0,Working,Secondary,Married,House / apartment,43.2,2.1,0,1,0,2,1,0
F,N,N,1,47400.0,Commercial associate,Secondary,Single,House / apartment,42.7,7.8,0,1,0,3,1,1
M,N,Y,0,75200.0,Pensioner,Secondary,Married,House / apartment,21.0,0.0,0,1,0,2,0,0
F,N,N,1,73800.0,Working,Higher education,Married,House / apartment,42.0,4.7,1,1,1,3,0,0
F,N,Y,0,79500.0,Pensioner,Secondary,Single,House / apartment,46.7,0.0,1,0,1,1,0,0
M,N,Y,0,83300.0,Commercial associate,Secondary,Married,House / apartment,38.7,0.1,0,0,1,2,0,0
M,Y,Y,1,140500.0,Working,Secondary,Married,With parents,58.3,6.2,0,1,0,3,3,0
M,N,Y,2,79100.0,Working,Secondary,Civil marriage,House / apartment,23.7,5.5,1,1,0,4,0,0
M,N,Y,0,146400.0,Working,Higher education,Married,House / apartment,31.9,8.0,0,1,0,2,1,0
M,Y,Y,0,30500.0,Working,Secondary,Married,Co-op apartment,33.0,5.8,1,0,0,1,0,0
F,Y,Y,0,24500.0,Pensioner,Secondary,Single,House / apartment,40.1,0.0,1,0,0,1,0,1
M,Y,Y,0,77900.0,Commercial associate,Secondary,Separated,Rented apartment,32.9,3.9,1,1,1,1,1,0
M,N,N,0,86100.0,Working,Secondary,Single,House / apartment,26.4,1.5,1,1,0,2,2,0
F,Y,Y,0,56000.0,Working,Secondary,Married,House / apartment,36.1,0.5,0,1,0,2,0,0
M,N,Y,0,72800.0,Working,Secondary,Married,House / apartment,51.2,11.8,1,1,0,2,0,0
F,N,N,0,125200.0,Commercial associate,Secondary,Married,House / apartment,48.3,7.1,0,1,0,1,1,0
M,Y,Y,0,102200.0,Working,Incomplete higher,Single,House / apartment,32.4,0.8,1,1,0,2,1,0
M,N,N,1,62000.0,Commercial associate,Secondary,Married,House / apartment,35.9,1.8,0,0,0,3,1,1
F,N,N,1,80700.0,Working,Secondary,Civil marriage,House / apartment,31.4,11.9,0,0,1,2,0,0
F,Y,Y,1,106900.0,Commercial associate,Secondary,Married,House / apartment,26.1,19.3,0,0,1,3,1,0
F,N,Y,1,39500.0,Pensioner,Secondary,Married,House / apartment,44.7,0.0,1,1,0,3,1,1
F,Y,N,1,48900.0,Working,Higher education,Single,House / apartment,25.9,5.1,0,1,1,3,0,0
F,N,Y,0,116000.0,Working,Secondary,Single,House / apartment,47.3,12.2,0,1,0,1,0,0
M,N,Y,0,30800.0,State servant,Secondary,Single,Municipal apartment,60.0,5.9,0,1,0,1,0,0
M,Y,Y,0,42400.0,Working,,Separated,House / apartment,44.1,7.2,1,0,0,2,1,1
F,N,Y,0,39900.0,Commercial associate,Secondary,Widow,Co-op apartment,46.9,10.5,1,1,1,2,0,0
F,Y,N,1,115700.0,Working,Secondary,Separated,House / apartment,46.5,2.6,1,0,1,3,1,0
F,Y,Y,0,42500.0,Commercial associate,Secondary,Civil marriage,House / apartment,34.6,9.2,0,1,1,2,2,0
M,Y,Y,1,108700.0,Working,Secondary,Single,House / apartment,44.1,1.4,0,1,1,3,1,0
M,Y,Y,0,61300.0,State servant,Secondary,Single,House / apartment,43.4,1.3,0,1,0,2,0,0
F,N,Y,1,178000.0,Commercial associate,Secondary,Married,House / apartment,33.1,10.0,0,1,0,3,2,0
M,N,Y,1,78000.0,Pensioner,Secondary,Married,House / apartment,21.0,0.0,1,1,1,2,0,0
F,N,N,2,124700.0,Commercial associate,Secondary,Married,House / apartment,28.5,3.2,1,1,0,3,1,0
F,Y,N,1,92100.0,Commercial associate,Secondary,Married,House / apartment,29.6,4.4,1,1,1,2,1,0
M,N,Y,0,58400.0,Working,Lower secondary,Married,House / apartment,45.5,22.9,1,0,0,1,0,0
F,Y,Y,1,72700.0,Pensioner,Secondary,Married,House / apartment,23.7,0.0,0,1,0,3,0,0
F,N,Y,0,73400.0,State servant,Lower secondary,Separated,House / apartment,60.6,4.3,1,1,1,1,2,1
M,N,Y,0,58100.0,Working,Secondary,Civil marriage,House / apartment,57.9,4.8,1,1,0,1,0,0
F,Y,Y,0,114000.0,State servant,Higher education,Married,House / apartment,51.6,5.7,0,1,0,2,1,0
F,N,N,0,256600.0,Commercial associate,Secondary,Married,House / apartment,34.4,9.4,1,0,0,2,1,0
F,N,Y,0,77500.0,Commercial associate,Secondary,Civil marriage,House / apartment,21.0,12.4,1,1,0,2,0,0
M,N,N,0,104600.0,Working,Higher education,Civil marriage,House / apartment,49.2,1.0,1,1,1,2,1,0
F,N,Y,0,95300.0,Working,Incomplete higher,Separated,Co-op apartment,31.8,5.9,0,1,1,1,0,0
M,N,N,0,20000.0,Working,Secondary,Widow,House / apartment,48.7,1.5,0,1,1,1,1,1
M,N,Y,1,93500.0,Working,Secondary,Widow,House / apartment,46.6,5.8,0,0,0,2,2,0
F,N,N,1,91200.0,Working,Secondary,Married,House / apartment,35.2,1.1,0,1,0,3,1,0
M,Y,Y,0,39200.0,Working,Incomplete higher,Married,House / apartment,26.6,9.9,0,1,0,2,0,1
M,N,N,1,29900.0,Working,Secondary,Single,Municipal apartment,42.1,6.5,0,0,0,2,1,1
F,Y,N,1,90500.0,State servant,Higher education,Married,House / apartment,22.7,12.1,0,1,1,3,1,0
F,N,N,0,166500.0,Working,Higher education,Civil marriage,House / apartment,43.1,17.3,1,1,1,2,0,0
F,N,Y,0,60800.0,Working,Higher education,Married,With parents,45.2,16.3,1,1,0,1,1,0
F,N,Y,0,62000.0,Working,Secondary,Single,Municipal apartment,32.7,0.9,0,1,0,2,1,0
M,N,Y,0,231900.0,Working,Secondary,Married,House / apartment,23.5,2.8,0,0,0,1,0,0
M,N,Y,0,,Pensioner,Lower secondary,Married,House / apartment,57.9,0.0,0,1,0,1,1,1
M,Y,N,2,39800.0,Commercial associate,Secondary,Married,House / apartment,34.1,9.3,1,1,0,4,2,1
F,N,Y,2,51200.0,Pensioner,Higher education,Separated,House / apartment,37.7,0.0,0,1,0,3,0,0
F,N,Y,0,217400.0,Working,Secondary,Married,House / apartment,52.0,15.6,1,1,1,2,1,0
F,N,Y,0,52500.0,Commercial associate,Higher education,Separated,House / apartment,33.7,3.1,0,0,0,1,0,0
F,Y,Y,1,56000.0,Working,Secondary,Civil marriage,House / apartment,31.6,6.0,0,1,0,3,1,0
M,N,Y,1,102300.0,Working,Secondary,Single,House / apartment,62.1,23.7,0,1,1,2,1,0
F,N,Y,0,64100.0,Working,Higher education,Single,Co-op apartment,31.9,12.9,1,0,1,1,1,0
M,Y,Y,3,91300.0,Working,Secondary,Single,House / apartment,53.4,2.7,0,1,0,4,1,0
F,Y,Y,1,84500.0,Working,Higher education,Married,With parents,41.7,4.0,0,1,1,3,2,0
M,Y,Y,0,68000.0,Working,Secondary,Married,House / apartment,41.5,8.8,1,1,1,2,0,0
F,Y,N,0,133900.0,State servant,Secondary,Civil marriage,House / apartment,34.4,8.2,1,1,0,1,2,0
M,N,N,0,38700.0,Working,Secondary,Single,House / apartment,37.8,7.3,0,0,1,1,0,1
M,N,Y,0,77600.0,Working,Secondary,Married,House / apartment,59.7,0.1,0,0,0,2,2,1
M,Y,Y,0,54700.0,Working,Secondary,Single,House / apartment,49.4,1.3,0,1,0,2,0,1
F,N,Y,0,166200.0,Commercial associate,Higher education,Married,House / apartment,25.0,1.5,1,0,0,2,1,0
F,N,N,0,67000.0,Working,Higher education,Married,House / apartment,29.1,1.7,0,1,0,2,1,0
M,Y,Y,1,191200.0,Pensioner,Secondary,Married,House / apartment,44.2,0.0,0,1,1,3,0,0
M,N,Y,0,59200.0,State servant,Secondary,Married,House / apartment,47.0,9.9,1,1,0,1,1,0
F,N,N,0,77200.0,Working,Higher education,Married,House / apartment,48.4,2.5,0,1,1,1,1,1
M,Y,N,0,126000.0,Working,Higher education,Married,House / apartment,39.2,9.0,1,1,1,2,0,0
F,Y,N,2,45400.0,Working,Higher education,Married,Municipal apartment,30.7,16.1,1,1,0,4,1,0
F,N,N,0,,Commercial associate,Higher education,Married,Municipal apartment,31.1,2.3,0,0,0,2,1,0
M,N,N,0,74100.0,Working,Secondary,Married,House / apartment,21.0,3.6,1,1,1,2,1,0
M,N,N,2,89800.0,Working,Secondary,Married,House / apartment,58.0,0.5,0,1,0,4,2,1
F,N,Y,1,96100.0,Working,Secondary,Married,House / apartment,21.0,2.1,1,1,0,3,1,0
M,N,N,1,70400.0,Commercial associate,Secondary,Married,House / apartment,37.3,4.7,0,1,0,2,1,1
M,N,N,0,48800.0,Working,Higher education,Married,House / apartment,21.0,1.2,0,1,1,1,0,0
F,Y,Y,0,76700.0,Working,Secondary,Married,Rented apartment,33.6,4.6,0,1,0,2,0,0
F,N,Y,0,26800.0,Commercial associate,Incomplete higher,Civil marriage,House / apartment,46.3,2.3,1,1,1,1,0,1
F,N,N,2,38000.0,Commercial associate,Higher education,Married,House / apartment,21.0,27.7,1,1,1,3,0,0
F,Y,Y,0,68200.0,Pensioner,Higher education,Married,House / apartment,43.9,0.0,1,1,1,2,1,0
M,N,N,0,158500.0,Working,Incomplete higher,Married,House / apartment,49.6,0.2,0,0,0,2,2,0
M,N,Y,0,156100.0,Pensioner,Secondary,Married,House / apartment,35.4,0.0,1,1,0,1,1,0
F,Y,N,0,119300.0,Commercial associate,Higher education,Single,House / apartment,70.0,2.4,0,1,0,2,0,0
F,N,Y,0,33900.0,Working,,Married,House / apartment,21.0,2.8,1,1,0,1,1,1
M,Y,Y,1,85000.0,Commercial associate,Secondary,Married,House / apartment,21.2,2.8,0,1,0,3,0,0
F,Y,N,0,47600.0,Working,Higher education,Married,House / apartment,36.7,12.8,0,1,0,2,2,1
M,N,Y,2,70700.0,State servant,Secondary,Married,House / apartment,36.9,4.1,0,1,0,4,2,0
F,Y,N,0,117900.0,Working,Academic degree,Married,House / apartment,41.3,1.7,0,1,0,2,0,0
M,N,Y,0,101600.0,Commercial associate,Higher education,Single,House / apartment,50.2,9.4,0,0,1,2,1,0
F,Y,N,1,138900.0,Working,Higher education,Married,House / apartment,26.2,3.5,1,0,0,3,0,0
M,Y,Y,1,36100.0,State servant,Secondary,Married,House / apartment,25.1,0.9,0,1,1,2,0,0
M,Y,Y,0,43900.0,Working,Higher education,Single,House / apartment,32.4,39.0,0,1,0,1,0,0
M,N,N,2,155300.0,State servant,Secondary,Single,House / apartment,51.3,0.2,0,0,1,4,0,0
F,Y,Y,1,156500.0,Pensioner,Higher education,Single,House / apartment,48.9,0.0,0,1,0,3,0,0
F,N,N,0,72500.0,Working,Secondary,Married,House / apartment,39.2,11.3,0,1,1,2,1,0
F,N,N,0,72300.0,Pensioner,Higher education,Married,House / apartment,34.4,0.0,0,0,1,1,1,0
F,N,Y,0,131500.0,Student,Secondary,Married,House / apartment,38.3,1.0,1,1,1,2,2,0
M,N,Y,1,95400.0,Working,Secondary,Single,House / apartment,44.0,3.4,0,1,1,3,0,0
M,N,Y,0,99000.0,Working,Secondary,Married,House / apartment,41.1,4.0,0,1,1,2,0,0
F,N,Y,1,46100.0,Commercial associate,Secondary,Married,House / apartment,24.5,40.0,0,1,0,3,1,0
M,N,Y,0,129900.0,Working,Higher education,Single,House / apartment,23.7,0.1,1,0,1,2,2,0
F,N,Y,2,66200.0,Working,Secondary,Single,House / apartment,37.2,6.4,0,0,0,3,0,0
M,N,N,1,36500.0,Working,Secondary,Married,House / apartment,48.0,9.8,1,1,1,2,0,0
F,N,Y,0,49500.0,Working,Secondary,Civil marriage,House / apartment,28.3,5.8,0,1,1,2,1,1
M,N,Y,0,54300.0,Working,Secondary,Civil marriage,House / apartment,44.5,6.0,1,1,0,1,0,1
F,Y,Y,1,153100.0,Working,Secondary,Married,House / apartment,21.0,,1,0,1,3,0,0
F,N,Y,1,51600.0,Pensioner,Higher education,Separated,House / apartment,40.8,0.0,1,1,1,3,0,0
F,N,N,1,88600.0,Commercial associate,Secondary,Married,House / apartment,31.4,12.8,0,1,0,3,1,0
M,N,Y,1,25500.0,Working,Secondary,Single,House / apartment,21.0,1.4,0,1,0,3,0,1
F,N,N,1,116800.0,Commercial associate,Secondary,Civil marriage,House / apartment,34.0,4.4,0,1,0,3,1,0
F,N,Y,0,49200.0,Commercial associate,Secondary,Married,House / apartment,26.1,0.2,0,1,0,1,1,1
F,N,Y,0,88900.0,State servant,Secondary,Married,House / apartment,37.0,9.8,1,1,1,1,1,0
F,Y,N,0,88900.0,Working,Secondary,Separated,House / apartment,44.5,9.0,0,0,1,2,1,0
F,N,N,0,100400.0,Working,Higher education,Married,Rented apartment,45.0,4.6,0,1,1,1,2,0
F,N,N,2,86300.0,State servant,Secondary,Married,House / apartment,21.0,3.0,1,1,1,4,0,0
F,N,Y,1,190500.0,State servant,Secondary,Married,Rented apartment,46.3,,0,1,0,3,1,0
F,N,Y,2,81200.0,Commercial associate,Secondary,Civil marriage,House / apartment,44.5,1.3,0,1,1,4,0,0
F,N,Y,0,225100.0,Pensioner,Secondary,Separated,House / apartment,35.3,0.0,0,0,1,1,0,0
M,Y,Y,0,100600.0,Working,Lower secondary,Married,House / apartment,26.0,2.2,0,0,1,2,4,0
M,N,Y,0,83900.0,Commercial associate,Secondary,Civil marriage,House / apartment,35.5,5.2,0,0,0,2,2,0
F,N,N,1,114200.0,Working,Academic degree,Married,House / apartment,57.7,9.3,1,1,0,2,0,0
F,Y,Y,0,80700.0,Working,Secondary,Widow,House / apartment,46.6,7.1,0,1,1,2,0,0
F,Y,Y,3,91500.0,Pensioner,Secondary,Married,House / apartment,50.7,0.0,0,0,1,4,1,1
F,N,Y,0,87000.0,Working,Secondary,Married,With parents,29.1,17.8,0,1,1,1,0,0
M,Y,Y,0,82800.0,Working,Secondary,Married,House / apartment,34.1,1.3,0,1,0,1,1,0
M,Y,Y,1,210900.0,State servant,Secondary,Married,House / apartment,25.7,6.1,0,1,0,2,0,0
F,N,N,0,227800.0,Working,Secondary,Married,House / apartment,32.7,0.6,1,0,0,2,0,0
M,N,N,1,86100.0,State servant,Secondary,Single,House / apartment,54.9,6.7,1,1,1,3,0,0
F,N,Y,0,137300.0,Student,Secondary,Married,House / apartment,35.1,7.8,0,1,0,1,1,0
M,N,Y,1,133300.0,Commercial associate,Secondary,Widow,House / apartment,32.4,9.2,0,1,0,2,0,0
F,N,N,1,126300.0,Working,Secondary,Single,House / apartment,42.6,6.5,0,1,0,3,0,0
F,N,Y,0,96000.0,Working,Higher education,Single,House / apartment,33.7,0.8,0,1,0,2,1,0
F,N,Y,0,101900.0,Working,Secondary,Married,House / apartment,41.0,0.3,0,1,1,1,1,0
F,N,Y,0,97300.0,Working,Higher education,Separated,House / apartment,33.7,7.5,0,1,1,1,0,0
M,Y,Y,3,51100.0,Working,Secondary,Single,House / apartment,42.1,9.6,1,1,0,5,0,0
F,N,N,0,70800.0,State servant,Secondary,Civil marriage,House / apartment,35.8,0.2,0,0,1,1,2,1
F,N,N,0,40200.0,Working,Secondary,Separated,With parents,27.7,1.0,1,0,0,1,0,1
M,N,Y,0,97600.0,Commercial associate,Secondary,Married,House / apartment,51.6,9.4,0,0,1,1,0,0
F,Y,Y,0,90700.0,Working,Secondary,Married,House / apartment,60.0,20.6,0,1,0,2,0,0
F,N,Y,0,103700.0,Commercial associate,Secondary,Civil marriage,House / apartment,45.5,4.4,1,1,0,2,0,0
